t,screen,left_node,left_raw_cm,left_filtered_cm,left_rejected,centre_node,centre_raw_cm,centre_filtered_cm,centre_rejected,right_node,right_raw_cm,right_filtered_cm,right_rejected,active_sensor,active_cm,status,held,bad_readings,grid_x,grid_y,raw_grid_x,raw_grid_y,calibrated,alert_cm,max_cm
8496,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8498,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8529,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8531,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8550,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8664,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8666,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8792,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8795,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8797,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8830,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8831,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8860,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8862,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8863,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8923,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8924,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
8927,game,3,,243.36,0,1,,,21,2,107.79,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9045,game,3,,243.36,0,1,,,21,2,107.79,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9047,game,3,,243.36,0,1,,,21,2,107.79,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9081,game,3,,243.36,0,1,,,21,2,107.79,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9084,game,3,,243.36,0,1,,,21,2,107.79,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9086,game,3,,243.36,0,1,,,21,2,107.79,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9115,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9116,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9269,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9275,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9279,game,3,,243.36,0,1,,,21,2,80.54,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9323,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9341,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9409,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9415,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9419,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9472,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9515,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9519,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9551,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9556,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9588,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9591,game,3,,243.36,0,1,,,21,2,64.28,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9593,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9627,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9629,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9683,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9700,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9702,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9781,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9792,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9825,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9834,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9838,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9893,game,3,,243.36,0,1,,,21,2,186.8,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9895,game,3,,243.36,0,1,,,21,2,186.8,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9924,game,3,,243.36,0,1,,,21,2,186.8,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9927,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
9933,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10006,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10008,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10011,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10059,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10061,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10107,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10112,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10114,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10169,game,3,,243.36,0,1,,,21,2,69.99,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10182,game,3,,243.36,0,1,,,21,2,69.99,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10196,game,3,,243.36,0,1,,,21,2,69.99,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10277,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10286,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10288,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10354,game,3,220.99,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10460,game,3,220.99,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10462,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10493,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10494,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10526,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10529,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10530,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10560,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10562,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10596,game,3,,243.36,0,1,,,21,2,227.34,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10598,game,3,,243.36,0,1,,,21,2,227.34,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10599,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10625,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10661,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10798,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10800,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10835,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10837,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
10863,game,3,,243.36,0,1,,,21,2,210.33,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11013,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11015,game,3,163.37,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11051,game,3,163.37,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11053,game,3,163.37,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11085,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11106,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11107,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11297,game,3,239.95,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11299,game,3,239.95,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11318,game,3,239.95,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11320,game,3,239.95,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11321,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11349,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11350,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11386,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11407,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11409,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11439,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11441,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11479,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11481,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11482,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11507,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11508,game,3,187.93,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11538,game,3,187.93,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11540,game,3,187.93,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11541,game,3,187.93,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11569,game,3,,243.36,0,1,,,21,2,151.06,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11571,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11603,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11604,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11606,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11634,game,3,,243.36,0,1,253.25,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11639,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11667,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11669,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11670,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11697,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11698,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11731,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11733,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11735,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11754,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11779,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11812,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11815,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11817,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11844,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11845,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11871,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11873,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11875,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11904,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11906,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11932,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11934,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11936,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11967,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11968,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11996,game,3,,243.36,0,1,,,21,2,214.96,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11998,game,3,,243.36,0,1,,,21,2,214.96,,0,left,243.36,ok,1,25,2,1,,,1,10,150
11999,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12028,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12029,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12058,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12060,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12061,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12092,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12100,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12219,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12221,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12223,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12250,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12251,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12277,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12278,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12280,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12330,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12332,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12333,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12363,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12365,game,3,,243.36,0,1,,,21,2,46.01,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12390,game,3,,243.36,0,1,,,21,2,46.01,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12392,game,3,,243.36,0,1,,,21,2,46.01,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12394,game,3,,243.36,0,1,,,21,2,46.01,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12425,game,3,,243.36,0,1,,,21,2,46.01,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12427,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12447,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12448,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12449,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12476,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12504,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12506,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12507,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12543,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12544,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12571,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12574,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12575,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12604,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12606,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12632,game,3,219.49,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12633,game,3,219.49,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12635,game,3,219.49,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12660,game,3,,243.36,0,1,,,21,2,111.42,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12691,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12694,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12696,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12729,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12730,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12762,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12765,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12773,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12802,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12803,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12835,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12836,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12838,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12865,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12878,game,3,,243.36,0,1,144.56,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12906,game,3,,243.36,0,1,144.56,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12907,game,3,,243.36,0,1,144.56,,21,2,80.62,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12908,game,3,,243.36,0,1,144.56,,21,2,192.59,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12943,game,3,,243.36,0,1,144.56,,21,2,192.59,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12944,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12975,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12978,game,3,,243.36,0,1,211.31,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
12979,game,3,,243.36,0,1,211.31,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13195,game,3,,243.36,0,1,211.31,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13198,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13199,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13226,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13227,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13232,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13246,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13279,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13287,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13288,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13310,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13312,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13328,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13338,game,3,255.04,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13365,game,3,255.04,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13367,game,3,255.04,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13368,game,3,255.04,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13449,game,3,255.04,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13457,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13460,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13690,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13691,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13721,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13724,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13725,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13768,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13770,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13771,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13794,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13828,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13831,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13833,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13881,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13887,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13888,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13916,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13918,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13954,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13955,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13956,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13980,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
13982,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
14013,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
14061,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
14062,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
14082,game,3,,243.36,0,1,,,21,2,104.1,,0,left,243.36,ok,1,25,2,1,,,1,10,150
14083,game,3,,243.36,0,1,,,21,2,104.1,,0,left,243.36,ok,1,25,2,1,,,1,10,150
14112,game,3,,243.36,0,1,,,21,2,104.1,,0,left,243.36,ok,1,25,2,1,,,1,10,150
14237,game,3,,243.36,0,1,,,21,2,,,0,left,243.36,ok,1,25,2,1,,,1,10,150
