t,screen,left_node,left_raw_cm,left_filtered_cm,left_rejected,centre_node,centre_raw_cm,centre_filtered_cm,centre_rejected,right_node,right_raw_cm,right_filtered_cm,right_rejected,active_sensor,active_cm,status,held,bad_readings,grid_x,grid_y,raw_grid_x,raw_grid_y,calibrated,alert_cm,max_cm
1197,game,3,,,0,1,,60.08,0,2,,,2,centre,60.08,ok,0,0,2,2,1,1,1,10,150
1202,game,3,,,0,1,100.24,60.08,0,2,,,2,centre,60.08,ok,0,0,2,2,1,1,1,10,150
1291,game,3,,,0,1,100.24,100.24,7,2,187.59,,2,centre,100.24,ok,0,0,2,2,1,1,1,10,150
1294,game,3,,,0,1,100.24,100.24,7,2,,,3,centre,100.24,ok,0,0,2,2,1,1,1,10,150
1300,game,3,,,0,1,72.05,100.24,7,2,,,3,centre,100.24,ok,0,0,2,2,1,1,1,10,150
1300,game,3,,,0,1,72.05,100.24,7,2,,,3,centre,100.24,ok,0,0,2,2,1,1,1,10,150
1333,game,3,,,0,1,72.05,100.24,7,2,,,3,centre,100.24,ok,0,0,2,2,1,1,1,10,150
1391,game,3,247.22,,0,1,72.05,72.05,14,2,,,3,centre,72.05,ok,0,0,2,2,1,1,1,10,150
1391,game,3,247.22,,0,1,72.05,72.05,14,2,,,3,centre,72.05,ok,0,0,2,2,1,1,1,10,150
1403,game,3,247.22,247.22,0,1,71.52,72.05,14,2,,,3,centre,72.05,ok,0,0,2,2,1,1,1,10,150
1437,game,3,247.22,247.22,0,1,,71.52,14,2,,,3,centre,71.52,ok,0,0,2,2,1,1,1,10,150
1438,game,3,247.22,247.22,0,1,,71.52,14,2,,,3,centre,71.52,ok,0,0,2,2,1,1,1,10,150
1511,game,3,247.22,247.22,0,1,55.07,71.52,14,2,,,3,centre,71.52,ok,0,0,1,1,1,1,1,10,150
1513,game,3,247.22,247.22,0,1,55.07,71.52,14,2,133.53,,3,centre,71.52,ok,0,0,1,1,1,1,1,10,150
1516,game,3,,247.22,0,1,55.07,71.52,14,2,133.53,,3,centre,71.52,ok,0,0,1,1,1,1,1,10,150
1602,game,3,,247.22,0,1,61.31,55.07,14,2,133.53,133.53,3,centre,55.07,ok,0,0,1,1,1,1,1,10,150
1602,game,3,,247.22,0,1,61.31,55.07,14,2,133.53,133.53,3,centre,55.07,ok,0,0,1,1,1,1,1,10,150
1610,game,3,,247.22,0,1,61.31,55.07,14,2,133.53,133.53,3,centre,55.07,ok,0,0,1,1,1,1,1,10,150
1611,game,3,,247.22,0,1,61.31,55.07,14,2,232.85,133.53,3,centre,55.07,ok,0,0,1,1,1,1,1,10,150
1697,game,3,,247.22,0,1,,61.31,14,2,,232.85,10,centre,61.31,ok,0,0,1,1,1,1,1,10,150
1698,game,3,,247.22,0,1,,61.31,14,2,,232.85,10,centre,61.31,ok,0,0,1,1,1,1,1,10,150
1710,game,3,,247.22,0,1,,61.31,14,2,,232.85,10,centre,61.31,ok,0,0,1,1,1,1,1,10,150
1724,game,3,,247.22,0,1,,61.31,14,2,,232.85,10,centre,61.31,ok,0,0,1,1,1,1,1,10,150
1798,game,3,,247.22,0,1,,61.31,14,2,,232.85,10,centre,61.31,ok,0,0,1,1,1,1,1,10,150
1798,game,3,,247.22,0,1,,61.31,14,2,,232.85,10,centre,61.31,ok,0,0,1,1,1,1,1,10,150
1811,game,3,,247.22,0,1,,61.31,14,2,,232.85,10,centre,61.31,ok,0,0,1,1,1,1,1,10,150
1899,game,3,,,0,1,,61.31,14,2,,232.85,10,centre,61.31,ok,0,0,1,1,1,1,1,10,150
1900,game,3,,,0,1,,61.31,14,2,,232.85,10,centre,61.31,ok,0,0,1,1,1,1,1,10,150
1900,game,3,,,0,1,,61.31,14,2,,232.85,10,centre,61.31,ok,0,0,1,1,1,1,1,10,150
1912,game,3,,,0,1,227.89,61.31,14,2,,232.85,10,centre,61.31,ok,0,0,1,1,1,1,1,10,150
2000,game,3,,,0,1,227.89,227.89,21,2,,232.85,10,centre,227.89,ok,1,0,1,1,,,1,10,150
2005,game,3,,,0,1,227.89,227.89,21,2,47.47,232.85,10,centre,227.89,ok,1,1,1,1,,,1,10,150
2008,game,3,,,0,1,227.89,227.89,21,2,47.47,232.85,11,centre,227.89,ok,1,2,1,1,,,1,10,150
2015,game,3,,,0,1,,227.89,21,2,47.47,232.85,12,centre,227.89,ok,1,3,1,1,,,1,10,150
2110,game,3,,,0,1,,227.89,21,2,47.47,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2115,game,3,,,0,1,,227.89,21,2,47.47,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2116,game,3,,,0,1,,227.89,21,2,47.47,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2130,game,3,,,0,1,,227.89,21,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2218,game,3,,,0,1,80.78,227.89,21,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2218,game,3,,,0,1,77.96,227.89,21,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2229,game,3,,,0,1,77.96,227.89,21,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2243,game,3,,,0,1,77.96,227.89,22,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2311,game,3,,,0,1,77.96,77.96,28,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2312,game,3,,,0,1,77.96,77.96,28,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2334,game,3,,,0,1,77.96,77.96,28,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2335,game,3,,,0,1,77.96,77.96,28,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2347,game,3,,,0,1,245.24,77.96,28,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2415,game,3,,,0,1,77.52,245.24,35,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2416,game,3,,,0,1,77.52,245.24,35,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2460,game,3,,,0,1,77.52,77.52,42,2,,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2466,game,3,,,0,1,77.52,77.52,42,2,52.48,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2467,game,3,,,0,1,77.52,77.52,42,2,52.48,47.47,17,right,47.47,ok,0,0,1,1,2,0,1,10,150
2615,game,3,,,0,1,78.36,77.52,42,2,,52.48,17,right,52.48,ok,0,0,1,1,2,0,1,10,150
2616,game,3,,,0,1,78.36,77.52,42,2,,52.48,17,right,52.48,ok,0,0,1,1,2,0,1,10,150
2638,game,3,,,0,1,78.36,77.52,42,2,,52.48,17,right,52.48,ok,0,0,1,1,2,0,1,10,150
2641,game,3,,,0,1,78.36,77.52,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2641,game,3,,,0,1,78.36,77.52,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2654,game,3,,,0,1,78.36,77.52,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2654,game,3,,,0,1,78.36,78.36,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2719,game,3,,,0,1,78.32,78.36,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2720,game,3,,,0,1,78.32,78.36,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2732,game,3,,,0,1,78.32,78.36,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2733,game,3,,,0,1,78.32,78.36,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2754,game,3,,,0,1,78.32,78.36,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2822,game,3,,,0,1,78.74,78.32,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2823,game,3,,,0,1,78.74,78.32,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2833,game,3,,,0,1,78.74,78.32,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2927,game,3,,,0,1,78.74,78.74,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2928,game,3,,,0,1,78.74,78.74,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2942,game,3,,,0,1,78.36,78.74,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
2943,game,3,,,0,1,78.36,78.74,42,2,,52.48,17,right,52.48,ok,0,0,2,0,2,0,1,10,150
3027,game,3,,,0,1,77.93,78.36,42,2,,,17,centre,78.36,ok,0,0,2,0,1,1,1,10,150
3029,game,3,,,0,1,77.93,78.36,42,2,,,17,centre,78.36,ok,0,0,2,0,1,1,1,10,150
3030,game,3,,,0,1,77.93,78.36,42,2,,,17,centre,78.36,ok,0,0,2,0,1,1,1,10,150
3046,game,3,,,0,1,77.93,78.36,42,2,,,17,centre,78.36,ok,0,0,2,0,1,1,1,10,150
3060,game,3,,,0,1,77.93,78.36,42,2,,,17,centre,78.36,ok,0,0,2,0,1,1,1,10,150
3129,game,3,,,0,1,77.93,77.93,42,2,,,17,centre,77.93,ok,0,0,2,0,1,1,1,10,150
3130,game,3,,,0,1,77.93,77.93,42,2,,,17,centre,77.93,ok,0,0,2,0,1,1,1,10,150
3143,game,3,,,0,1,77.93,77.93,42,2,,,17,centre,77.93,ok,0,0,2,0,1,1,1,10,150
3157,game,3,,,0,1,78.39,77.93,42,2,,,17,centre,77.93,ok,0,0,2,0,1,1,1,10,150
3232,game,3,,,0,1,78.39,78.39,42,2,,,17,centre,78.39,ok,0,0,2,0,1,1,1,10,150
3237,game,3,,,0,1,78,78.39,42,2,,,17,centre,78.39,ok,0,0,2,0,1,1,1,10,150
3238,game,3,,,0,1,78.43,78.39,42,2,,,17,centre,78.39,ok,0,0,2,0,1,1,1,10,150
3335,game,3,,,0,1,78.44,78.43,42,2,,,17,centre,78.43,ok,0,0,2,0,1,1,1,10,150
3336,game,3,,,0,1,78.87,78.43,42,2,,,17,centre,78.43,ok,0,0,2,0,1,1,1,10,150
3346,game,3,,,0,1,78.87,78.43,42,2,,,17,centre,78.43,ok,0,0,2,0,1,1,1,10,150
3361,game,3,,,0,1,78.87,78.43,42,2,,,17,centre,78.43,ok,0,0,2,0,1,1,1,10,150
3361,game,3,,,0,1,78.87,78.43,42,2,,,17,centre,78.43,ok,0,0,2,0,1,1,1,10,150
3434,game,3,,,0,1,78.05,78.87,42,2,,,17,centre,78.87,ok,0,0,2,0,1,1,1,10,150
3442,game,3,,,0,1,78.05,78.87,42,2,,,17,centre,78.87,ok,0,0,2,0,1,1,1,10,150
3442,game,3,,,0,1,78.05,78.87,42,2,,,17,centre,78.87,ok,0,0,2,0,1,1,1,10,150
3471,game,3,,,0,1,78.05,78.87,42,2,,,17,centre,78.87,ok,0,0,2,0,1,1,1,10,150
3539,game,3,,,0,1,78.05,78.05,42,2,,,17,centre,78.05,ok,0,0,2,0,1,1,1,10,150
3539,game,3,,,0,1,78.05,78.05,42,2,,,17,centre,78.05,ok,0,0,2,0,1,1,1,10,150
3551,game,3,,,0,1,78.05,78.05,42,2,,,17,centre,78.05,ok,0,0,2,0,1,1,1,10,150
3564,game,3,,,0,1,78.92,78.05,42,2,,,17,centre,78.05,ok,0,0,2,0,1,1,1,10,150
3564,game,3,,,0,1,78.92,78.05,42,2,,,17,centre,78.05,ok,0,0,2,0,1,1,1,10,150
3640,game,3,,,0,1,78.92,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3647,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3749,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3749,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3773,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3774,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3774,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3850,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3851,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3852,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3870,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3952,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3952,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
3969,game,3,,,0,1,,78.92,42,2,,,17,centre,78.92,ok,0,0,1,1,1,1,1,10,150
4055,game,3,,,0,1,,,42,2,,,17,,,ok,1,0,1,1,,,1,10,150
4055,game,3,,,0,1,,,42,2,,,17,,,ok,1,0,1,1,,,1,10,150
4069,game,3,,,0,1,,,42,2,,,17,,,ok,1,0,1,1,,,1,10,150
4069,game,3,,,0,1,,,42,2,,,17,,,ok,1,0,1,1,,,1,10,150
4155,game,3,,,0,1,162.84,,42,2,,,17,,,ok,1,1,1,1,,,1,10,150
4156,game,3,,,0,1,162.84,,42,2,,,17,,,ok,1,1,1,1,,,1,10,150
4169,game,3,,,0,1,162.84,,42,2,,,17,,,ok,1,1,1,1,,,1,10,150
4170,game,3,,,0,1,162.84,,42,2,,,17,,,ok,1,1,1,1,,,1,10,150
4208,game,3,,,0,1,162.84,162.84,49,2,187.84,,17,centre,162.84,ok,1,2,1,1,,,1,10,150
4209,game,3,,,0,1,162.84,162.84,49,2,187.84,,18,centre,162.84,ok,1,3,1,1,,,1,10,150
4210,game,3,,,0,1,,162.84,49,2,187.84,,18,centre,162.84,ok,1,3,1,1,,,1,10,150
4313,game,3,,,0,1,,162.84,49,2,,187.84,24,centre,162.84,ok,1,4,1,1,,,1,10,150
4314,game,3,,,0,1,,162.84,49,2,,187.84,24,centre,162.84,ok,1,4,1,1,,,1,10,150
4360,game,3,,,0,1,,162.84,49,2,191.21,187.84,24,centre,162.84,ok,1,5,1,1,,,1,10,150
4360,game,3,,,0,1,,162.84,49,2,191.21,187.84,24,centre,162.84,ok,1,5,1,1,,,1,10,150
4374,game,3,,,0,1,247.83,162.84,49,2,191.21,187.84,24,centre,162.84,ok,1,6,1,1,,,1,10,150
4463,game,3,,,0,1,247.83,247.83,56,2,,191.21,24,right,191.21,ok,1,7,1,1,,,1,10,150
4474,game,3,,,0,1,,247.83,56,2,,191.21,24,right,191.21,ok,1,8,1,1,,,1,10,150
4476,game,3,,,0,1,,247.83,56,2,,191.21,24,right,191.21,ok,1,9,1,1,,,1,10,150
4492,game,3,,,0,1,,247.83,56,2,67.49,191.21,24,right,191.21,ok,1,10,1,1,,,1,10,150
4569,game,3,,,0,1,,247.83,56,2,,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4571,game,3,,,0,1,,247.83,56,2,,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4588,game,3,,,0,1,,247.83,56,2,,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4589,game,3,,,0,1,,247.83,56,2,,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4667,game,3,,,0,1,,247.83,56,2,,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4668,game,3,,,0,1,,247.83,56,2,,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4770,game,3,,,0,1,,247.83,56,2,,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4771,game,3,,,0,1,,247.83,56,2,,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4772,game,3,,,0,1,,247.83,56,2,,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4787,game,3,,,0,1,,247.83,56,2,,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4794,game,3,,,0,1,,247.83,56,2,,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4826,game,3,,,0,1,,,56,2,61.36,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4826,game,3,,,0,1,,,56,2,61.36,67.49,31,right,67.49,ok,0,0,1,1,2,1,1,10,150
4921,game,3,,,0,1,,,56,2,61.36,61.36,31,right,61.36,ok,0,0,1,1,2,1,1,10,150
4927,game,3,,,0,1,,,56,2,61.36,61.36,31,right,61.36,ok,0,0,1,1,2,1,1,10,150
4978,game,3,,,0,1,,,56,2,,61.36,31,right,61.36,ok,0,0,1,1,2,1,1,10,150
5015,game,3,,,0,1,,,56,2,178.53,61.36,31,right,61.36,ok,0,0,1,1,2,1,1,10,150
5017,game,3,,,0,1,,,56,2,178.53,61.36,32,right,61.36,ok,0,0,1,1,2,1,1,10,150
5017,game,3,,,0,1,,,56,2,178.53,61.36,32,right,61.36,ok,0,0,1,1,2,1,1,10,150
5033,game,3,,,0,1,,,56,2,,61.36,32,right,61.36,ok,0,0,1,1,2,1,1,10,150
5045,game,3,,,0,1,,,56,2,,61.36,32,right,61.36,ok,0,0,1,1,2,1,1,10,150
5132,game,3,,,0,1,,,56,2,,61.36,32,right,61.36,ok,0,0,1,1,2,1,1,10,150
5135,game,3,,,0,1,,,56,2,,61.36,32,right,61.36,ok,0,0,2,1,2,1,1,10,150
5135,game,3,,,0,1,,,56,2,,61.36,32,right,61.36,ok,0,0,2,1,2,1,1,10,150
5155,game,3,,,0,1,,,56,2,,61.36,32,right,61.36,ok,0,0,2,1,2,1,1,10,150
5220,game,3,,,0,1,,,56,2,,61.36,32,right,61.36,ok,0,0,2,1,2,1,1,10,150
5221,game,3,,,0,1,,,56,2,,61.36,32,right,61.36,ok,0,0,2,1,2,1,1,10,150
5221,game,3,,,0,1,,,56,2,,61.36,32,right,61.36,ok,0,0,2,1,2,1,1,10,150
5314,game,3,,,0,1,,,56,2,,61.36,32,right,61.36,ok,0,0,2,1,2,1,1,10,150
5315,game,3,,,0,1,,,56,2,,61.36,32,right,61.36,ok,0,0,2,1,2,1,1,10,150
5330,game,3,,,0,1,,,56,2,,,32,,,ok,1,1,2,1,,,1,10,150
5389,game,3,169.92,,0,1,,,56,2,,,32,,,ok,1,2,2,1,,,1,10,150
5390,game,3,169.92,,0,1,,,56,2,,,32,,,ok,1,2,2,1,,,1,10,150
5489,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,3,2,1,,,1,10,150
5490,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,3,2,1,,,1,10,150
5504,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,3,2,1,,,1,10,150
5505,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,3,2,1,,,1,10,150
5589,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,4,2,1,,,1,10,150
5590,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,4,2,1,,,1,10,150
5607,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,4,2,1,,,1,10,150
5608,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,5,2,1,,,1,10,150
5609,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,5,2,1,,,1,10,150
5694,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,6,2,1,,,1,10,150
5700,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,7,2,1,,,1,10,150
5701,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,7,2,1,,,1,10,150
5714,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,8,2,1,,,1,10,150
5794,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,9,2,1,,,1,10,150
5795,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,9,2,1,,,1,10,150
5818,game,3,,169.92,0,1,,,56,2,,,32,left,169.92,ok,1,9,2,1,,,1,10,150
5896,game,3,,,0,1,,,56,2,,,32,,,ok,1,10,2,1,,,1,10,150
5896,game,3,,,0,1,,,56,2,,,32,,,ok,1,10,2,1,,,1,10,150
5919,game,3,,,0,1,,,56,2,,,32,,,ok,1,10,2,1,,,1,10,150
5995,game,3,,,0,1,,,56,2,,,32,,,ok,1,11,2,1,,,1,10,150
5996,game,3,,,0,1,,,56,2,,,32,,,ok,1,11,2,1,,,1,10,150
6006,game,3,,,0,1,78.34,,56,2,,,32,,,ok,1,11,2,1,,,1,10,150
6020,game,3,,,0,1,78.34,,57,2,,,32,,,ok,1,12,2,1,,,1,10,150
6020,game,3,,,0,1,78.34,,57,2,,,32,,,ok,1,12,2,1,,,1,10,150
6028,game,3,,,0,1,78.34,,57,2,,,32,,,ok,1,12,2,1,,,1,10,150
6098,game,3,,,0,1,78.36,78.34,63,2,,,32,centre,78.34,ok,0,0,2,1,1,1,1,10,150
6099,game,3,,,0,1,78.36,78.34,63,2,,,32,centre,78.34,ok,0,0,2,1,1,1,1,10,150
6201,game,3,,,0,1,78.36,78.36,63,2,,,32,centre,78.36,ok,0,0,2,1,1,1,1,10,150
6201,game,3,,,0,1,78.36,78.36,63,2,,,32,centre,78.36,ok,0,0,2,1,1,1,1,10,150
6205,game,3,,,0,1,79.22,78.36,63,2,,,32,centre,78.36,ok,0,0,2,1,1,1,1,10,150
6221,game,3,,,0,1,79.22,78.36,63,2,,,32,centre,78.36,ok,0,0,2,1,1,1,1,10,150
6304,game,3,,,0,1,167.9,79.22,63,2,,,32,centre,79.22,ok,0,0,2,1,1,1,1,10,150
6304,game,3,,,0,1,167.9,79.22,63,2,190.4,,32,centre,79.22,ok,0,0,2,1,1,1,1,10,150
6316,game,3,,,0,1,167.9,79.22,63,2,190.4,,32,centre,79.22,ok,0,0,2,1,1,1,1,10,150
6331,game,3,,,0,1,167.9,79.22,64,2,190.4,,33,centre,79.22,ok,0,0,2,1,1,1,1,10,150
6406,game,3,,,0,1,77.95,167.9,70,2,190.4,190.4,38,centre,167.9,ok,1,0,2,1,,,1,10,150
6407,game,3,,,0,1,77.95,167.9,70,2,190.4,190.4,38,centre,167.9,ok,1,0,2,1,,,1,10,150
6419,game,3,,,0,1,77.95,167.9,70,2,190.4,190.4,38,centre,167.9,ok,1,0,2,1,,,1,10,150
6435,game,3,,,0,1,77.95,167.9,70,2,190.4,190.4,38,centre,167.9,ok,1,0,2,1,,,1,10,150
6436,game,3,,,0,1,77.95,167.9,71,2,,190.4,38,centre,167.9,ok,1,1,2,1,,,1,10,150
6437,game,3,,,0,1,77.95,167.9,71,2,,190.4,38,centre,167.9,ok,1,1,2,1,,,1,10,150
