t,screen,left_node,left_raw_cm,left_filtered_cm,left_rejected,centre_node,centre_raw_cm,centre_filtered_cm,centre_rejected,right_node,right_raw_cm,right_filtered_cm,right_rejected,active_sensor,active_cm,status,held,bad_readings,grid_x,grid_y,raw_grid_x,raw_grid_y,calibrated,alert_cm,max_cm
799,game,3,,194.57,0,1,31.4,30.13,0,2,,86.4,7,centre,30.13,ok,0,0,1,0,1,0,1,10,150
800,game,3,,194.57,0,1,31.4,30.13,0,2,,86.4,7,centre,30.13,ok,0,0,1,0,1,0,1,10,150
902,game,3,,194.57,0,1,31.4,31.4,0,2,,86.4,7,centre,31.4,ok,0,0,1,0,1,0,1,10,150
902,game,3,,194.57,0,1,31.4,31.4,0,2,,86.4,7,centre,31.4,ok,0,0,1,0,1,0,1,10,150
919,game,3,,194.57,0,1,31.4,31.4,0,2,,86.4,7,centre,31.4,ok,0,0,1,0,1,0,1,10,150
920,game,3,,194.57,0,1,41.64,31.4,0,2,,86.4,7,centre,31.4,ok,0,0,1,0,1,0,1,10,150
920,game,3,,194.57,0,1,41.64,31.4,0,2,,86.4,7,centre,31.4,ok,0,0,1,0,1,0,1,10,150
1005,game,3,,194.57,0,1,183.04,41.64,0,2,,86.4,7,centre,41.64,ok,0,0,1,0,1,0,1,10,150
1006,game,3,,194.57,0,1,183.04,41.64,0,2,,86.4,7,centre,41.64,ok,0,0,1,0,1,0,1,10,150
1017,game,3,,194.57,0,1,183.04,41.64,1,2,,86.4,7,centre,41.64,ok,0,0,1,0,1,0,1,10,150
1017,game,3,,194.57,0,1,183.04,41.64,2,2,,86.4,7,centre,41.64,ok,0,0,1,0,1,0,1,10,150
1025,game,3,,194.57,0,1,183.04,41.64,4,2,,86.4,7,centre,41.64,ok,0,0,1,0,1,0,1,10,150
1026,game,3,,194.57,0,1,183.04,41.64,4,2,,86.4,7,centre,41.64,ok,0,0,1,0,1,0,1,10,150
1093,game,3,,,0,1,183.04,183.04,7,2,,86.4,7,right,86.4,ok,0,0,1,0,2,1,1,10,150
1098,game,3,,,0,1,,183.04,7,2,,86.4,7,right,86.4,ok,0,0,1,0,2,1,1,10,150
1100,game,3,,,0,1,,183.04,7,2,,86.4,7,right,86.4,ok,0,0,1,0,2,1,1,10,150
1195,game,3,,,0,1,,183.04,7,2,,,7,centre,183.04,ok,1,0,1,0,,,1,10,150
1200,game,3,,,0,1,,183.04,7,2,,,7,centre,183.04,ok,1,1,1,0,,,1,10,150
1296,game,3,,,0,1,,183.04,7,2,66.85,,7,centre,183.04,ok,1,2,1,0,,,1,10,150
1297,game,3,,,0,1,,183.04,7,2,66.85,,7,centre,183.04,ok,1,2,1,0,,,1,10,150
1306,game,3,,,0,1,,183.04,7,2,66.85,,7,centre,183.04,ok,1,2,1,0,,,1,10,150
1316,game,3,,,0,1,60.09,183.04,7,2,66.85,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1399,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1401,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1402,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1418,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1419,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1500,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1500,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1602,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1605,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1605,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1622,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1623,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1702,game,3,,,0,1,,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1708,game,3,,,0,1,77.16,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1709,game,3,,,0,1,77.16,60.09,14,2,,66.85,7,right,66.85,ok,0,0,1,0,2,1,1,10,150
1809,game,3,,,0,1,79.88,77.16,14,2,,,7,centre,77.16,ok,0,0,2,1,1,1,1,10,150
1810,game,3,,,0,1,79.88,77.16,14,2,,,7,centre,77.16,ok,0,0,2,1,1,1,1,10,150
1823,game,3,,,0,1,79.88,77.16,14,2,,,7,centre,77.16,ok,0,0,2,1,1,1,1,10,150
1829,game,3,,,0,1,79.88,77.16,14,2,,,7,centre,77.16,ok,0,0,2,1,1,1,1,10,150
1830,game,3,,,0,1,79.88,77.16,14,2,,,7,centre,77.16,ok,0,0,2,1,1,1,1,10,150
1830,game,3,,,0,1,79.88,77.16,14,2,,,7,centre,77.16,ok,0,0,2,1,1,1,1,10,150
1908,game,3,,,0,1,,79.88,14,2,,,7,centre,79.88,ok,0,0,2,1,1,1,1,10,150
1909,game,3,,,0,1,,79.88,14,2,,,7,centre,79.88,ok,0,0,2,1,1,1,1,10,150
1921,game,3,,,0,1,,79.88,14,2,,,7,centre,79.88,ok,0,0,2,1,1,1,1,10,150
2017,game,3,,,0,1,,79.88,14,2,,,7,centre,79.88,ok,0,0,2,1,1,1,1,10,150
2018,game,3,,,0,1,,79.88,14,2,,,7,centre,79.88,ok,0,0,2,1,1,1,1,10,150
2027,game,3,,,0,1,,79.88,14,2,,,7,centre,79.88,ok,0,0,2,1,1,1,1,10,150
2036,game,3,,,0,1,82.27,79.88,14,2,,,7,centre,79.88,ok,0,0,2,1,1,1,1,10,150
2113,game,3,,,0,1,82.27,82.27,14,2,56.7,,7,centre,82.27,ok,0,0,2,1,1,1,1,10,150
2114,game,3,,,0,1,82.27,82.27,14,2,,,7,centre,82.27,ok,0,0,2,1,1,1,1,10,150
2124,game,3,,,0,1,82.27,82.27,14,2,,,7,centre,82.27,ok,0,0,2,1,1,1,1,10,150
2129,game,3,,,0,1,108.56,82.27,14,2,,,7,centre,82.27,ok,0,0,2,1,1,1,1,10,150
2129,game,3,,,0,1,108.56,82.27,14,2,,,7,centre,82.27,ok,0,0,2,1,1,1,1,10,150
2214,game,3,157.54,,0,1,108.56,108.56,21,2,,,7,centre,108.56,ok,0,0,2,1,1,2,1,10,150
2221,game,3,157.54,157.54,0,1,,108.56,21,2,,,7,centre,108.56,ok,0,0,2,1,1,2,1,10,150
2231,game,3,157.54,157.54,0,1,,108.56,21,2,,,7,centre,108.56,ok,0,0,2,1,1,2,1,10,150
2317,game,3,,157.54,0,1,,108.56,21,2,,,7,centre,108.56,ok,0,0,2,1,1,2,1,10,150
2318,game,3,,157.54,0,1,,108.56,21,2,,,7,centre,108.56,ok,0,0,2,1,1,2,1,10,150
2331,game,3,,157.54,0,1,,108.56,21,2,,,7,centre,108.56,ok,0,0,2,1,1,2,1,10,150
2335,game,3,,157.54,0,1,86.47,108.56,21,2,,,7,centre,108.56,ok,0,0,2,1,1,2,1,10,150
2337,game,3,,157.54,0,1,86.47,108.56,21,2,,,7,centre,108.56,ok,0,0,2,1,1,2,1,10,150
2421,game,3,,157.54,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,2,1,1,1,1,10,150
2421,game,3,,157.54,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,2,1,1,1,1,10,150
2520,game,3,,157.54,0,1,,86.47,21,2,185.48,,7,centre,86.47,ok,0,0,2,1,1,1,1,10,150
2520,game,3,,157.54,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,2,1,1,1,1,10,150
2530,game,3,,157.54,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,2,1,1,1,1,10,150
2550,game,3,,157.54,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,2,1,1,1,1,10,150
2551,game,3,,157.54,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,2,1,1,1,1,10,150
2623,game,3,,157.54,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,2,1,1,1,1,10,150
2624,game,3,,157.54,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,2,1,1,1,1,10,150
2641,game,3,,157.54,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,2,1,1,1,1,10,150
2641,game,3,,157.54,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,2,1,1,1,1,10,150
2678,game,3,,,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,1,1,1,1,1,10,150
2679,game,3,,,0,1,,86.47,21,2,,,7,centre,86.47,ok,0,0,1,1,1,1,1,10,150
2828,game,3,,,0,1,80.79,,21,2,,,7,,,ok,1,0,1,1,,,1,10,150
2829,game,3,,,0,1,82.47,80.79,21,2,,,7,centre,80.79,ok,0,0,1,1,1,1,1,10,150
2830,game,3,,,0,1,82.47,80.79,21,2,,,7,centre,80.79,ok,0,0,1,1,1,1,1,10,150
2854,game,3,,,0,1,82.47,80.79,21,2,,,7,centre,80.79,ok,0,0,1,1,1,1,1,10,150
2854,game,3,,,0,1,82.47,80.79,21,2,,,7,centre,80.79,ok,0,0,1,1,1,1,1,10,150
2869,game,3,,,0,1,82.47,80.79,21,2,,,7,centre,80.79,ok,0,0,1,1,1,1,1,10,150
2930,game,3,,,0,1,82.47,82.47,21,2,251.59,,7,centre,82.47,ok,0,0,1,1,1,1,1,10,150
2930,game,3,,,0,1,82.47,82.47,21,2,,,7,centre,82.47,ok,0,0,1,1,1,1,1,10,150
2945,game,3,,,0,1,85,82.47,21,2,,,7,centre,82.47,ok,0,0,1,1,1,1,1,10,150
3033,game,3,,,0,1,85,85,21,2,,,7,centre,85,ok,0,0,1,1,1,1,1,10,150
3034,game,3,,,0,1,85,85,21,2,,,7,centre,85,ok,0,0,1,1,1,1,1,10,150
3046,game,3,,,0,1,85,85,21,2,,,7,centre,85,ok,0,0,1,1,1,1,1,10,150
3046,game,3,,,0,1,,85,21,2,,,7,centre,85,ok,0,0,1,1,1,1,1,10,150
3148,game,3,,,0,1,81.89,85,21,2,,,7,centre,85,ok,0,0,1,1,1,1,1,10,150
3148,game,3,,,0,1,81.89,85,21,2,,,7,centre,85,ok,0,0,1,1,1,1,1,10,150
3158,game,3,,,0,1,81.89,85,21,2,,,7,centre,85,ok,0,0,1,1,1,1,1,10,150
3170,game,3,,,0,1,81.89,85,21,2,,,7,centre,85,ok,0,0,1,1,1,1,1,10,150
3251,game,3,,,0,1,81.48,81.89,21,2,,,7,centre,81.89,ok,0,0,1,1,1,1,1,10,150
3252,game,3,,,0,1,81.48,81.89,21,2,,,7,centre,81.89,ok,0,0,1,1,1,1,1,10,150
3271,game,3,,,0,1,81.48,81.89,21,2,,,7,centre,81.89,ok,0,0,1,1,1,1,1,10,150
3283,game,3,,,0,1,81.48,81.89,21,2,,,7,centre,81.89,ok,0,0,1,1,1,1,1,10,150
3301,game,3,,,0,1,81.48,81.89,21,2,,,7,centre,81.89,ok,0,0,1,1,1,1,1,10,150
3302,game,3,,,0,1,81.48,81.89,21,2,,,7,centre,81.89,ok,0,0,1,1,1,1,1,10,150
3343,game,3,,,0,1,81.48,81.48,21,2,,,7,centre,81.48,ok,0,0,1,1,1,1,1,10,150
3343,game,3,,,0,1,81.48,81.48,21,2,,,7,centre,81.48,ok,0,0,1,1,1,1,1,10,150
3364,game,3,,,0,1,81.48,81.48,21,2,,,7,centre,81.48,ok,0,0,1,1,1,1,1,10,150
3443,game,3,,,0,1,81.48,81.48,21,2,,,7,centre,81.48,ok,0,0,1,1,1,1,1,10,150
3443,game,3,,,0,1,81.05,81.48,21,2,,,7,centre,81.48,ok,0,0,1,1,1,1,1,10,150
3454,game,3,,,0,1,81.05,81.48,21,2,,,7,centre,81.48,ok,0,0,1,1,1,1,1,10,150
3468,game,3,,,0,1,81.05,81.48,21,2,,,7,centre,81.48,ok,0,0,1,1,1,1,1,10,150
3546,game,3,,,0,1,81.05,81.05,21,2,,,7,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3551,game,3,,,0,1,81.05,81.05,21,2,,,7,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3556,game,3,,,0,1,81.45,81.05,21,2,,,7,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3556,game,3,,,0,1,81.45,81.05,21,2,,,7,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3578,game,3,163.05,,0,1,81.45,81.05,21,2,,,7,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3649,game,3,,163.05,0,1,81.05,81.45,21,2,181.74,,7,centre,81.45,ok,0,0,1,1,1,1,1,10,150
3650,game,3,,163.05,0,1,81.05,81.45,21,2,,,8,centre,81.45,ok,0,0,1,1,1,1,1,10,150
3651,game,3,,163.05,0,1,81.05,81.45,21,2,,,8,centre,81.45,ok,0,0,1,1,1,1,1,10,150
3676,game,3,,163.05,0,1,81.05,81.45,21,2,,,8,centre,81.45,ok,0,0,1,1,1,1,1,10,150
3676,game,3,,163.05,0,1,81.05,81.45,21,2,,,8,centre,81.45,ok,0,0,1,1,1,1,1,10,150
3751,game,3,,163.05,0,1,81.05,81.05,21,2,,,8,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3755,game,3,,163.05,0,1,81.05,81.05,21,2,,,8,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3855,game,3,,163.05,0,1,81.03,81.05,21,2,,,8,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3856,game,3,,163.05,0,1,81.46,81.05,21,2,,,8,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3870,game,3,,163.05,0,1,81.46,81.05,21,2,,,8,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3871,game,3,,163.05,0,1,81.46,81.05,21,2,,,8,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3871,game,3,,163.05,0,1,81.46,81.05,21,2,,,8,centre,81.05,ok,0,0,1,1,1,1,1,10,150
3960,game,3,,163.05,0,1,81.09,81.46,21,2,,,8,centre,81.46,ok,0,0,1,1,1,1,1,10,150
3962,game,3,,163.05,0,1,81.09,81.46,21,2,,,8,centre,81.46,ok,0,0,1,1,1,1,1,10,150
3962,game,3,,163.05,0,1,81.09,81.46,21,2,,,8,centre,81.46,ok,0,0,1,1,1,1,1,10,150
3977,game,3,,163.05,0,1,81.09,81.46,21,2,,,8,centre,81.46,ok,0,0,1,1,1,1,1,10,150
4062,game,3,,,0,1,81.07,81.09,21,2,,,8,centre,81.09,ok,0,0,1,1,1,1,1,10,150
4062,game,3,,,0,1,81.07,81.09,21,2,,,8,centre,81.09,ok,0,0,1,1,1,1,1,10,150
4075,game,3,,,0,1,81.07,81.09,21,2,,,8,centre,81.09,ok,0,0,1,1,1,1,1,10,150
4076,game,3,,,0,1,81.07,81.09,21,2,,,8,centre,81.09,ok,0,0,1,1,1,1,1,10,150
4092,game,3,,,0,1,81.07,81.09,21,2,,,8,centre,81.09,ok,0,0,1,1,1,1,1,10,150
4159,game,3,,,0,1,81.03,81.07,21,2,,,8,centre,81.07,ok,0,0,1,1,1,1,1,10,150
4159,game,3,,,0,1,81.03,81.07,21,2,,,8,centre,81.07,ok,0,0,1,1,1,1,1,10,150
4262,game,3,,,0,1,81.03,81.03,21,2,,,8,centre,81.03,ok,0,0,1,1,1,1,1,10,150
4263,game,3,,,0,1,81.03,81.03,21,2,,,8,centre,81.03,ok,0,0,1,1,1,1,1,10,150
4281,game,3,,,0,1,81.03,81.03,21,2,,,8,centre,81.03,ok,0,0,1,1,1,1,1,10,150
4282,game,3,,,0,1,81.03,81.03,21,2,,,8,centre,81.03,ok,0,0,1,1,1,1,1,10,150
4283,game,3,,,0,1,81.05,81.03,21,2,,,8,centre,81.03,ok,0,0,1,1,1,1,1,10,150
4364,game,3,,,0,1,81.07,81.05,21,2,,,8,centre,81.05,ok,0,0,1,1,1,1,1,10,150
4365,game,3,,,0,1,81.07,81.05,21,2,,,8,centre,81.05,ok,0,0,1,1,1,1,1,10,150
4376,game,3,,,0,1,81.07,81.05,21,2,,,8,centre,81.05,ok,0,0,1,1,1,1,1,10,150
4377,game,3,,,0,1,81.07,81.05,21,2,,,8,centre,81.05,ok,0,0,1,1,1,1,1,10,150
4468,game,3,,,0,1,80.66,81.07,21,2,,,8,centre,81.07,ok,0,0,1,1,1,1,1,10,150
4469,game,3,,,0,1,80.66,81.07,21,2,,,8,centre,81.07,ok,0,0,1,1,1,1,1,10,150
4484,game,3,,,0,1,80.66,81.07,21,2,,,8,centre,81.07,ok,0,0,1,1,1,1,1,10,150
4484,game,3,,,0,1,80.66,81.07,21,2,,,8,centre,81.07,ok,0,0,1,1,1,1,1,10,150
4494,game,3,,,0,1,80.66,81.07,21,2,,,8,centre,81.07,ok,0,0,1,1,1,1,1,10,150
4569,game,3,,,0,1,80.67,80.66,21,2,,,8,centre,80.66,ok,0,0,1,1,1,1,1,10,150
4569,game,3,,,0,1,80.67,80.66,21,2,,,8,centre,80.66,ok,0,0,1,1,1,1,1,10,150
4585,game,3,,,0,1,80.67,80.66,21,2,,,8,centre,80.66,ok,0,0,1,1,1,1,1,10,150
4586,game,3,,,0,1,80.67,80.66,21,2,,,8,centre,80.66,ok,0,0,1,1,1,1,1,10,150
4587,game,3,,,0,1,80.67,80.66,21,2,,,8,centre,80.66,ok,0,0,1,1,1,1,1,10,150
4672,game,3,,,0,1,80.66,80.67,21,2,,,8,centre,80.67,ok,0,0,1,1,1,1,1,10,150
4673,game,3,,,0,1,80.66,80.67,21,2,,,8,centre,80.67,ok,0,0,1,1,1,1,1,10,150
4776,game,3,,,0,1,80.67,80.66,21,2,,,8,centre,80.66,ok,0,0,1,1,1,1,1,10,150
4777,game,3,,,0,1,80.67,80.66,21,2,,,8,centre,80.66,ok,0,0,1,1,1,1,1,10,150
4791,game,3,,,0,1,80.67,80.66,21,2,,,8,centre,80.66,ok,0,0,1,1,1,1,1,10,150
4799,game,3,,,0,1,80.67,80.66,21,2,,,8,centre,80.66,ok,0,0,1,1,1,1,1,10,150
4800,game,3,,,0,1,80.67,80.66,21,2,,,8,centre,80.66,ok,0,0,1,1,1,1,1,10,150
4809,game,3,,,0,1,80.67,80.66,21,2,,,8,centre,80.66,ok,0,0,1,1,1,1,1,10,150
4876,game,3,,,0,1,80.67,80.67,21,2,,,8,centre,80.67,ok,0,0,1,1,1,1,1,10,150
4876,game,3,,,0,1,80.67,80.67,21,2,,,8,centre,80.67,ok,0,0,1,1,1,1,1,10,150
4981,game,3,,,0,1,81.1,80.67,21,2,,,8,centre,80.67,ok,0,0,1,1,1,1,1,10,150
4983,game,3,,,0,1,81.1,80.67,21,2,,,8,centre,80.67,ok,0,0,1,1,1,1,1,10,150
4984,game,3,,,0,1,81.1,80.67,21,2,,,8,centre,80.67,ok,0,0,1,1,1,1,1,10,150
5000,game,3,,,0,1,81.1,80.67,21,2,,,8,centre,80.67,ok,0,0,1,1,1,1,1,10,150
5009,game,3,,,0,1,81.1,80.67,21,2,,,8,centre,80.67,ok,0,0,1,1,1,1,1,10,150
5009,game,3,,,0,1,81.1,80.67,21,2,,,8,centre,80.67,ok,0,0,1,1,1,1,1,10,150
5082,game,3,,,0,1,80.69,81.1,21,2,,,8,centre,81.1,ok,0,0,1,1,1,1,1,10,150
5084,game,3,,,0,1,80.69,81.1,21,2,,,8,centre,81.1,ok,0,0,1,1,1,1,1,10,150
5085,game,3,,,0,1,80.69,81.1,21,2,,,8,centre,81.1,ok,0,0,1,1,1,1,1,10,150
5098,game,3,,,0,1,80.69,81.1,21,2,,,8,centre,81.1,ok,0,0,1,1,1,1,1,10,150
5188,game,3,,,0,1,80.69,80.69,21,2,,,8,centre,80.69,ok,0,0,1,1,1,1,1,10,150
5189,game,3,,,0,1,80.69,80.69,21,2,,,8,centre,80.69,ok,0,0,1,1,1,1,1,10,150
5199,game,3,,,0,1,80.69,80.69,21,2,,,8,centre,80.69,ok,0,0,1,1,1,1,1,10,150
5201,game,3,,,0,1,80.69,80.69,21,2,,,8,centre,80.69,ok,0,0,1,1,1,1,1,10,150
5201,game,3,,,0,1,80.69,80.69,21,2,,,8,centre,80.69,ok,0,0,1,1,1,1,1,10,150
5285,game,3,,,0,1,80.69,80.69,21,2,,,8,centre,80.69,ok,0,0,1,1,1,1,1,10,150
5292,game,3,,,0,1,80.71,80.69,21,2,,,8,centre,80.69,ok,0,0,1,1,1,1,1,10,150
5389,game,3,,,0,1,80.71,80.71,21,2,,,8,centre,80.71,ok,0,0,1,1,1,1,1,10,150
5390,game,3,,,0,1,80.71,80.71,21,2,,,8,centre,80.71,ok,0,0,1,1,1,1,1,10,150
5405,game,3,,,0,1,80.71,80.71,21,2,,,8,centre,80.71,ok,0,0,1,1,1,1,1,10,150
5406,game,3,,,0,1,80.71,80.71,21,2,,,8,centre,80.71,ok,0,0,1,1,1,1,1,10,150
5406,game,3,,,0,1,80.71,80.71,21,2,,,8,centre,80.71,ok,0,0,1,1,1,1,1,10,150
5423,game,3,,,0,1,80.71,80.71,21,2,,,8,centre,80.71,ok,0,0,1,1,1,1,1,10,150
5491,game,3,,,0,1,80.73,80.71,21,2,221.85,,8,centre,80.71,ok,0,0,1,1,1,1,1,10,150
5492,game,3,,,0,1,80.73,80.71,21,2,221.85,,8,centre,80.71,ok,0,0,1,1,1,1,1,10,150
5504,game,3,,,0,1,80.73,80.71,21,2,221.85,,8,centre,80.71,ok,0,0,1,1,1,1,1,10,150
5608,game,3,,,0,1,80.73,80.73,21,2,221.85,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5609,game,3,,,0,1,80.73,80.73,21,2,221.85,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5622,game,3,,,0,1,80.73,80.73,21,2,221.85,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5623,game,3,,,0,1,80.73,80.73,21,2,221.85,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5623,game,3,,,0,1,80.73,80.73,21,2,,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5637,game,3,,,0,1,80.73,80.73,21,2,,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5701,game,3,,,0,1,80.73,80.73,21,2,,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5702,game,3,,,0,1,80.73,80.73,21,2,,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5715,game,3,,,0,1,80.73,80.73,21,2,,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5802,game,3,,,0,1,80.73,80.73,21,2,,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5804,game,3,,,0,1,80.73,80.73,21,2,,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5817,game,3,,,0,1,80.73,80.73,21,2,,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5825,game,3,,,0,1,80.73,80.73,21,2,46.97,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
