t,screen,left_node,left_raw_cm,left_filtered_cm,left_rejected,centre_node,centre_raw_cm,centre_filtered_cm,centre_rejected,right_node,right_raw_cm,right_filtered_cm,right_rejected,active_sensor,active_cm,status,held,bad_readings,grid_x,grid_y,raw_grid_x,raw_grid_y,calibrated,alert_cm,max_cm
5826,game,3,,,0,1,80.71,80.73,21,2,46.97,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5836,game,3,,,0,1,80.71,80.73,21,2,46.97,221.85,8,centre,80.73,ok,0,0,1,1,1,1,1,10,150
5902,game,3,,,0,1,80.71,80.71,21,2,46.97,46.97,15,right,46.97,ok,0,0,1,1,2,0,1,10,150
6005,game,3,,,0,1,81.1,80.71,21,2,46.97,46.97,15,right,46.97,ok,0,0,1,1,2,0,1,10,150
6006,game,3,,,0,1,81.1,80.71,21,2,46.97,46.97,15,right,46.97,ok,0,0,1,1,2,0,1,10,150
6020,game,3,,,0,1,81.1,80.71,21,2,46.97,46.97,15,right,46.97,ok,0,0,1,1,2,0,1,10,150
6021,game,3,,,0,1,81.1,80.71,21,2,46.97,46.97,15,right,46.97,ok,0,0,1,1,2,0,1,10,150
6034,game,3,,,0,1,81.1,80.71,21,2,,46.97,15,right,46.97,ok,0,0,1,1,2,0,1,10,150
6035,game,3,,,0,1,81.1,80.71,21,2,,46.97,15,right,46.97,ok,0,0,1,1,2,0,1,10,150
6102,game,3,,,0,1,81.1,81.1,21,2,65.14,46.97,15,right,46.97,ok,0,0,1,1,2,0,1,10,150
6107,game,3,,,0,1,81.1,81.1,21,2,167.59,46.97,15,right,46.97,ok,0,0,1,1,2,0,1,10,150
6113,game,3,,,0,1,81.09,81.1,21,2,167.59,46.97,17,right,46.97,ok,0,0,1,1,2,0,1,10,150
6120,game,3,,,0,1,81.09,81.1,21,2,167.59,46.97,17,right,46.97,ok,0,0,1,1,2,0,1,10,150
6209,game,3,,,0,1,81.09,81.09,21,2,167.59,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6209,game,3,,,0,1,81.09,81.09,21,2,167.59,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6221,game,3,,,0,1,81.09,81.09,21,2,167.59,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6222,game,3,,,0,1,81.09,81.09,21,2,167.59,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6310,game,3,,,0,1,81.09,81.09,21,2,,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6311,game,3,,,0,1,81.09,81.09,21,2,,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6321,game,3,,,0,1,81.09,81.09,21,2,,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6322,game,3,,,0,1,81.09,81.09,21,2,,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6414,game,3,,,0,1,81.07,81.09,21,2,,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6416,game,3,,,0,1,81.07,81.09,21,2,,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6416,game,3,,,0,1,81.07,81.09,21,2,,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6435,game,3,,,0,1,81.07,81.09,21,2,,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6437,game,3,,,0,1,81.07,81.09,21,2,,167.59,22,centre,81.09,ok,0,0,1,1,1,1,1,10,150
6515,game,3,,,0,1,81.07,81.07,21,2,,167.59,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6516,game,3,,,0,1,81.07,81.07,21,2,,167.59,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6530,game,3,,,0,1,81.07,81.07,21,2,,167.59,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6531,game,3,,,0,1,81.07,81.07,21,2,,167.59,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6622,game,3,,,0,1,81.07,81.07,21,2,,167.59,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6623,game,3,,,0,1,81.91,81.07,21,2,,167.59,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6623,game,3,,,0,1,81.91,81.07,21,2,,167.59,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6640,game,3,,,0,1,81.91,81.07,21,2,,167.59,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6649,game,3,,,0,1,81.91,81.07,21,2,,167.59,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6721,game,3,,,0,1,81.07,81.91,21,2,,,22,centre,81.91,ok,0,0,1,1,1,1,1,10,150
6723,game,3,,,0,1,81.07,81.91,21,2,,,22,centre,81.91,ok,0,0,1,1,1,1,1,10,150
6734,game,3,,,0,1,81.07,81.91,21,2,,,22,centre,81.91,ok,0,0,1,1,1,1,1,10,150
6823,game,3,,,0,1,81.48,81.07,21,2,,,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6823,game,3,,,0,1,81.48,81.07,21,2,,,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6832,game,3,,,0,1,81.48,81.07,21,2,,,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6833,game,3,,,0,1,81.48,81.07,21,2,,,22,centre,81.07,ok,0,0,1,1,1,1,1,10,150
6925,game,3,,,0,1,81.05,81.48,21,2,,,22,centre,81.48,ok,0,0,1,1,1,1,1,10,150
6926,game,3,,,0,1,81.05,81.48,21,2,,,22,centre,81.48,ok,0,0,1,1,1,1,1,10,150
6938,game,3,,,0,1,81.05,81.48,21,2,,,22,centre,81.48,ok,0,0,1,1,1,1,1,10,150
6942,game,3,,,0,1,81.05,81.05,21,2,,,22,centre,81.05,ok,0,0,1,1,1,1,1,10,150
6943,game,3,,,0,1,81.05,81.05,21,2,,,22,centre,81.05,ok,0,0,1,1,1,1,1,10,150
6981,game,3,,,0,1,81.05,81.05,21,2,,,22,centre,81.05,ok,0,0,1,1,1,1,1,10,150
7025,game,3,,,0,1,81.05,81.05,21,2,,,22,centre,81.05,ok,0,0,1,1,1,1,1,10,150
7035,game,3,,,0,1,81.05,81.05,21,2,234.3,,22,centre,81.05,ok,0,0,1,1,1,1,1,10,150
7040,game,3,,,0,1,80.21,81.05,21,2,234.3,,23,centre,81.05,ok,0,0,1,1,1,1,1,10,150
7130,game,3,,,0,1,80.21,80.21,21,2,,234.3,29,centre,80.21,ok,0,0,1,1,1,1,1,10,150
7135,game,3,,,0,1,80.62,80.21,21,2,,234.3,29,centre,80.21,ok,0,0,1,1,1,1,1,10,150
7136,game,3,,,0,1,80.62,80.21,21,2,,234.3,29,centre,80.21,ok,0,0,1,1,1,1,1,10,150
7231,game,3,,,0,1,80.62,80.62,21,2,,234.3,29,centre,80.62,ok,0,0,1,1,1,1,1,10,150
7231,game,3,,,0,1,80.62,80.62,21,2,,234.3,29,centre,80.62,ok,0,0,1,1,1,1,1,10,150
7246,game,3,,,0,1,80.62,80.62,21,2,,234.3,29,centre,80.62,ok,0,0,1,1,1,1,1,10,150
7247,game,3,,,0,1,81.48,80.62,21,2,,234.3,29,centre,80.62,ok,0,0,1,1,1,1,1,10,150
7247,game,3,,,0,1,81.48,80.62,21,2,,234.3,29,centre,80.62,ok,0,0,1,1,1,1,1,10,150
7335,game,3,,,0,1,81.05,81.48,21,2,238.08,234.3,29,centre,81.48,ok,0,0,1,1,1,1,1,10,150
7336,game,3,,,0,1,81.05,81.48,21,2,,234.3,29,centre,81.48,ok,0,0,1,1,1,1,1,10,150
7352,game,3,,,0,1,81.05,81.48,21,2,,234.3,29,centre,81.48,ok,0,0,1,1,1,1,1,10,150
7352,game,3,,,0,1,81.05,81.48,21,2,,234.3,29,centre,81.48,ok,0,0,1,1,1,1,1,10,150
7371,game,3,,,0,1,81.05,81.48,21,2,,234.3,29,centre,81.48,ok,0,0,1,1,1,1,1,10,150
7438,game,3,,,0,1,81.48,81.05,21,2,,234.3,29,centre,81.05,ok,0,0,1,1,1,1,1,10,150
7439,game,3,,,0,1,81.48,81.05,21,2,,234.3,29,centre,81.05,ok,0,0,1,1,1,1,1,10,150
7455,game,3,,,0,1,81.48,81.05,21,2,,234.3,29,centre,81.05,ok,0,0,1,1,1,1,1,10,150
7455,game,3,,,0,1,81.48,81.05,21,2,,234.3,29,centre,81.05,ok,0,0,1,1,1,1,1,10,150
7541,game,3,,,0,1,81.48,81.48,21,2,,,29,centre,81.48,ok,0,0,1,1,1,1,1,10,150
7546,game,3,,,0,1,81.48,81.48,21,2,,,29,centre,81.48,ok,0,0,1,1,1,1,1,10,150
7556,game,3,,,0,1,81.48,81.48,21,2,65.17,,29,centre,81.48,ok,0,0,1,1,1,1,1,10,150
7564,game,3,,,0,1,81.91,81.48,21,2,65.17,,29,centre,81.48,ok,0,0,1,1,1,1,1,10,150
7582,game,3,,,0,1,81.91,81.48,21,2,65.17,,29,centre,81.48,ok,0,0,1,1,1,1,1,10,150
7644,game,3,,,0,1,81.46,81.91,21,2,65.17,,36,centre,81.91,ok,0,0,1,1,1,1,1,10,150
7644,game,3,,,0,1,81.46,81.91,21,2,65.17,,36,centre,81.91,ok,0,0,1,1,1,1,1,10,150
7680,game,3,,,0,1,81.46,81.91,21,2,65.17,,36,centre,81.91,ok,0,0,1,1,1,1,1,10,150
7745,game,3,,,0,1,81.5,81.46,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7746,game,3,,,0,1,81.5,81.46,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7768,game,3,,,0,1,81.5,81.46,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7769,game,3,,,0,1,81.5,81.46,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7786,game,3,,,0,1,81.5,81.46,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7858,game,3,,,0,1,81.1,81.5,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7859,game,3,,,0,1,81.1,81.5,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7875,game,3,,,0,1,81.1,81.5,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7876,game,3,,,0,1,81.1,81.5,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7950,game,3,,,0,1,81.1,81.1,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7953,game,3,,,0,1,81.1,81.1,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7969,game,3,,,0,1,81.1,81.1,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7970,game,3,,,0,1,80.66,81.1,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
7971,game,3,,,0,1,80.66,81.1,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
8053,game,3,,,0,1,80.66,80.66,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
8057,game,3,,,0,1,80.66,80.66,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
8071,game,3,,,0,1,80.66,80.66,21,2,,65.17,36,right,65.17,ok,0,0,1,1,2,1,1,10,150
8154,game,3,,,0,1,80.66,80.66,21,2,,,36,centre,80.66,ok,0,0,1,1,1,1,1,10,150
8155,game,3,,,0,1,81.07,80.66,21,2,,,36,centre,80.66,ok,0,0,1,1,1,1,1,10,150
8174,game,3,,,0,1,81.07,80.66,21,2,,,36,centre,80.66,ok,0,0,1,1,1,1,1,10,150
8264,game,3,,,0,1,80.62,81.07,21,2,,,36,centre,81.07,ok,0,0,1,1,1,1,1,10,150
8265,game,3,,,0,1,80.62,81.07,21,2,,,36,centre,81.07,ok,0,0,1,1,1,1,1,10,150
8290,game,3,,,0,1,80.62,81.07,21,2,,,36,centre,81.07,ok,0,0,1,1,1,1,1,10,150
8290,game,3,,,0,1,80.62,81.07,21,2,,,36,centre,81.07,ok,0,0,1,1,1,1,1,10,150
8291,game,3,,,0,1,80.62,81.07,21,2,,,36,centre,81.07,ok,0,0,1,1,1,1,1,10,150
8292,game,3,,,0,1,80.62,81.07,21,2,,,36,centre,81.07,ok,0,0,1,1,1,1,1,10,150
8357,game,3,,,0,1,80.64,80.62,21,2,,,36,centre,80.62,ok,0,0,1,1,1,1,1,10,150
8357,game,3,,,0,1,80.64,80.62,21,2,,,36,centre,80.62,ok,0,0,1,1,1,1,1,10,150
8389,game,3,,,0,1,80.64,80.62,21,2,,,36,centre,80.62,ok,0,0,1,1,1,1,1,10,150
8458,game,3,,,0,1,81.05,80.64,21,2,,,36,centre,80.64,ok,0,0,1,1,1,1,1,10,150
8459,game,3,,,0,1,80.21,80.64,21,2,,,36,centre,80.64,ok,0,0,1,1,1,1,1,10,150
8466,game,3,,,0,1,80.21,80.64,21,2,,,36,centre,80.64,ok,0,0,1,1,1,1,1,10,150
8467,game,3,,,0,1,80.21,80.64,21,2,,,36,centre,80.64,ok,0,0,1,1,1,1,1,10,150
8495,game,3,,,0,1,80.21,80.64,21,2,,,36,centre,80.64,ok,0,0,1,1,1,1,1,10,150
8563,game,3,,,0,1,80.21,80.21,21,2,,,36,centre,80.21,ok,0,0,1,1,1,1,1,10,150
8563,game,3,,,0,1,81.05,80.21,21,2,,,36,centre,80.21,ok,0,0,1,1,1,1,1,10,150
8576,game,3,,,0,1,81.05,80.21,21,2,,,36,centre,80.21,ok,0,0,1,1,1,1,1,10,150
8577,game,3,,,0,1,81.05,80.21,21,2,,,36,centre,80.21,ok,0,0,1,1,1,1,1,10,150
8666,game,3,,,0,1,80.6,81.05,21,2,,,36,centre,81.05,ok,0,0,1,1,1,1,1,10,150
8667,game,3,,,0,1,80.6,81.05,21,2,,,36,centre,81.05,ok,0,0,1,1,1,1,1,10,150
8681,game,3,,,0,1,80.6,81.05,21,2,,,36,centre,81.05,ok,0,0,1,1,1,1,1,10,150
8682,game,3,,,0,1,80.6,81.05,21,2,,,36,centre,81.05,ok,0,0,1,1,1,1,1,10,150
8771,game,3,,,0,1,80.6,80.6,21,2,,,36,centre,80.6,ok,0,0,1,1,1,1,1,10,150
8772,game,3,,,0,1,80.6,80.6,21,2,,,36,centre,80.6,ok,0,0,1,1,1,1,1,10,150
8784,game,3,,,0,1,80.6,80.6,21,2,,,36,centre,80.6,ok,0,0,1,1,1,1,1,10,150
8785,game,3,,,0,1,80.6,80.6,21,2,,,36,centre,80.6,ok,0,0,1,1,1,1,1,10,150
8876,game,3,,,0,1,80.6,80.6,21,2,,,36,centre,80.6,ok,0,0,1,1,1,1,1,10,150
8881,game,3,,,0,1,81.02,80.6,21,2,,,36,centre,80.6,ok,0,0,1,1,1,1,1,10,150
8895,game,3,,,0,1,81.02,81.02,21,2,,,36,centre,81.02,ok,0,0,1,1,1,1,1,10,150
8895,game,3,,,0,1,81.02,81.02,21,2,,,36,centre,81.02,ok,0,0,1,1,1,1,1,10,150
8972,game,3,,,0,1,81.36,81.02,21,2,,,36,centre,81.02,ok,0,0,1,1,1,1,1,10,150
8972,game,3,,,0,1,81.36,81.02,21,2,,,36,centre,81.02,ok,0,0,1,1,1,1,1,10,150
8984,game,3,,,0,1,81.36,81.02,21,2,,,36,centre,81.02,ok,0,0,1,1,1,1,1,10,150
8988,game,3,249.5,,0,1,81.36,81.02,21,2,,,36,centre,81.02,ok,0,0,1,1,1,1,1,10,150
9029,game,3,,249.5,0,1,81.36,81.36,21,2,,,36,centre,81.36,ok,0,0,1,1,1,1,1,10,150
9075,game,3,,249.5,0,1,84.33,81.36,21,2,,,36,centre,81.36,ok,0,0,1,1,1,1,1,10,150
9075,game,3,,249.5,0,1,84.33,81.36,21,2,,,36,centre,81.36,ok,0,0,1,1,1,1,1,10,150
9098,game,3,,249.5,0,1,84.33,81.36,21,2,92.63,,36,centre,81.36,ok,0,0,1,1,1,1,1,10,150
9176,game,3,,249.5,0,1,,84.33,21,2,79.66,92.63,36,centre,84.33,ok,0,0,1,1,1,1,1,10,150
9177,game,3,,249.5,0,1,,84.33,21,2,79.66,92.63,36,centre,84.33,ok,0,0,1,1,1,1,1,10,150
9192,game,3,,249.5,0,1,,84.33,21,2,79.66,92.63,36,centre,84.33,ok,0,0,1,1,1,1,1,10,150
9193,game,3,,249.5,0,1,,84.33,21,2,79.66,92.63,36,centre,84.33,ok,0,0,1,1,1,1,1,10,150
9281,game,3,,249.5,0,1,248.43,84.33,21,2,,79.66,36,centre,84.33,ok,0,0,1,1,1,1,1,10,150
9282,game,3,,249.5,0,1,248.43,84.33,21,2,,79.66,36,centre,84.33,ok,0,0,1,1,1,1,1,10,150
9297,game,3,,249.5,0,1,248.43,84.33,21,2,,79.66,36,centre,84.33,ok,0,0,1,1,1,1,1,10,150
9298,game,3,,249.5,0,1,248.43,84.33,22,2,,79.66,36,centre,84.33,ok,0,0,1,1,1,1,1,10,150
9299,game,3,,249.5,0,1,248.43,84.33,22,2,,79.66,36,centre,84.33,ok,0,0,1,1,1,1,1,10,150
9380,game,3,,,0,1,248.43,248.43,28,2,,79.66,36,right,79.66,ok,0,0,1,1,2,1,1,10,150
9394,game,3,,,0,1,235.13,248.43,28,2,,79.66,36,right,79.66,ok,0,0,1,1,2,1,1,10,150
9484,game,3,,,0,1,,235.13,28,2,,79.66,36,right,79.66,ok,0,0,1,1,2,1,1,10,150
9485,game,3,,,0,1,,235.13,28,2,97.14,79.66,36,right,79.66,ok,0,0,1,1,2,1,1,10,150
9502,game,3,,,0,1,,235.13,28,2,97.14,79.66,36,right,79.66,ok,0,0,1,1,2,1,1,10,150
9503,game,3,,,0,1,,235.13,28,2,97.14,79.66,36,right,79.66,ok,0,0,1,1,2,1,1,10,150
9503,game,3,,,0,1,,235.13,28,2,97.14,79.66,36,right,79.66,ok,0,0,1,1,2,1,1,10,150
9524,game,3,,,0,1,,235.13,28,2,97.14,79.66,36,right,79.66,ok,0,0,1,1,2,1,1,10,150
9586,game,3,,,0,1,,235.13,28,2,,97.14,36,right,97.14,ok,0,0,1,1,2,1,1,10,150
9587,game,3,,,0,1,,235.13,28,2,,97.14,36,right,97.14,ok,0,0,1,1,2,1,1,10,150
9602,game,3,,,0,1,79.92,235.13,28,2,,97.14,36,right,97.14,ok,0,0,1,1,2,1,1,10,150
9603,game,3,,,0,1,79.92,235.13,29,2,,97.14,36,right,97.14,ok,0,0,1,1,2,1,1,10,150
9689,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9690,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9706,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9793,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9793,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9806,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9807,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9894,game,3,,,0,1,,79.92,35,2,63.09,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9896,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9897,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9914,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9915,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
9994,game,3,,,0,1,,79.92,35,2,,97.14,36,centre,79.92,ok,0,0,1,1,1,1,1,10,150
10051,game,3,,,0,1,,,35,2,,97.14,36,right,97.14,ok,0,0,1,1,2,1,1,10,150
10052,game,3,,,0,1,,,35,2,,97.14,36,right,97.14,ok,0,0,1,1,2,1,1,10,150
10066,game,3,,,0,1,,,35,2,74.36,97.14,36,right,97.14,ok,0,0,1,1,2,1,1,10,150
10088,game,3,,,0,1,,,35,2,74.36,97.14,36,right,97.14,ok,0,0,1,1,2,1,1,10,150
10154,game,3,,,0,1,,,35,2,74.36,74.36,36,right,74.36,ok,0,0,1,1,2,1,1,10,150
10155,game,3,,,0,1,,,35,2,,74.36,36,right,74.36,ok,0,0,1,1,2,1,1,10,150
10155,game,3,,,0,1,,,35,2,,74.36,36,right,74.36,ok,0,0,1,1,2,1,1,10,150
10174,game,3,,,0,1,,,35,2,,74.36,36,right,74.36,ok,0,0,1,1,2,1,1,10,150
10245,game,3,,,0,1,,,35,2,,74.36,36,right,74.36,ok,0,0,1,1,2,1,1,10,150
10246,game,3,,,0,1,,,35,2,,74.36,36,right,74.36,ok,0,0,1,1,2,1,1,10,150
10247,game,3,,,0,1,,,35,2,,74.36,36,right,74.36,ok,0,0,1,1,2,1,1,10,150
10266,game,3,,,0,1,,,35,2,,74.36,36,right,74.36,ok,0,0,2,1,2,1,1,10,150
10318,game,3,,,0,1,,,35,2,77.21,74.36,36,right,74.36,ok,0,0,2,1,2,1,1,10,150
10318,game,3,,,0,1,,,35,2,77.21,74.36,36,right,74.36,ok,0,0,2,1,2,1,1,10,150
10410,game,3,,,0,1,,,35,2,250.46,77.21,36,right,77.21,ok,0,0,2,1,2,1,1,10,150
10410,game,3,,,0,1,,,35,2,250.46,77.21,36,right,77.21,ok,0,0,2,1,2,1,1,10,150
10422,game,3,,,0,1,,,35,2,250.46,77.21,36,right,77.21,ok,0,0,2,1,2,1,1,10,150
10459,game,3,,,0,1,,,35,2,,250.46,43,right,250.46,ok,1,0,2,1,,,1,10,150
10460,game,3,,,0,1,,,35,2,,250.46,43,right,250.46,ok,1,0,2,1,,,1,10,150
10510,game,3,,,0,1,,,35,2,,250.46,43,right,250.46,ok,1,1,2,1,,,1,10,150
10514,game,3,,,0,1,,,35,2,,250.46,43,right,250.46,ok,1,2,2,1,,,1,10,150
10610,game,3,,,0,1,,,35,2,,250.46,43,right,250.46,ok,1,3,2,1,,,1,10,150
10619,game,3,,,0,1,,,35,2,,250.46,43,right,250.46,ok,1,4,2,1,,,1,10,150
10619,game,3,,,0,1,,,35,2,,250.46,43,right,250.46,ok,1,4,2,1,,,1,10,150
10638,game,3,,,0,1,,,35,2,,250.46,43,right,250.46,ok,1,5,2,1,,,1,10,150
10713,game,3,,,0,1,,,35,2,,250.46,43,right,250.46,ok,1,6,2,1,,,1,10,150
10714,game,3,,,0,1,,,35,2,,250.46,43,right,250.46,ok,1,6,2,1,,,1,10,150
10730,game,3,,,0,1,,,35,2,,250.46,43,right,250.46,ok,1,7,2,1,,,1,10,150
10815,game,3,,,0,1,,,35,2,,,43,,,ok,1,8,2,1,,,1,10,150
10816,game,3,,,0,1,,,35,2,,,43,,,ok,1,9,2,1,,,1,10,150
10817,game,3,,,0,1,,,35,2,,,43,,,ok,1,9,2,1,,,1,10,150
10834,game,3,,,0,1,,,35,2,,,43,,,ok,1,9,2,1,,,1,10,150
10917,game,3,,,0,1,,,35,2,,,43,,,ok,1,10,2,1,,,1,10,150
10918,game,3,,,0,1,,,35,2,,,43,,,ok,1,10,2,1,,,1,10,150
10931,game,3,,,0,1,,,35,2,,,43,,,ok,1,10,2,1,,,1,10,150
10932,game,3,,,0,1,,,35,2,,,43,,,ok,1,10,2,1,,,1,10,150
11023,game,3,,,0,1,,,35,2,,,43,,,ok,1,11,2,1,,,1,10,150
11024,game,3,,,0,1,,,35,2,,,43,,,ok,1,12,2,1,,,1,10,150
11123,game,3,,,0,1,,,35,2,,,43,,,ok,1,13,2,1,,,1,10,150
11123,game,3,,,0,1,,,35,2,,,43,,,ok,1,13,2,1,,,1,10,150
11138,game,3,,,0,1,,,35,2,,,43,,,ok,1,13,2,1,,,1,10,150
11140,game,3,,,0,1,,,35,2,,,43,,,ok,1,14,2,1,,,1,10,150
11140,game,3,,,0,1,,,35,2,,,43,,,ok,1,14,2,1,,,1,10,150
11223,game,3,,,0,1,,,35,2,,,43,,,ok,1,15,2,1,,,1,10,150
11224,game,3,,,0,1,,,35,2,,,43,,,ok,1,15,2,1,,,1,10,150
11240,game,3,,,0,1,185.58,,35,2,,,43,,,ok,1,16,2,1,,,1,10,150
11241,game,3,,,0,1,185.58,,36,2,,,43,,,ok,1,17,2,1,,,1,10,150
11329,game,3,,,0,1,185.58,185.58,42,2,,,43,centre,185.58,ok,1,18,2,1,,,1,10,150
11329,game,3,,,0,1,185.58,185.58,42,2,,,43,centre,185.58,ok,1,18,2,1,,,1,10,150
11345,game,3,,,0,1,,185.58,42,2,,,43,centre,185.58,ok,1,19,2,1,,,1,10,150
11346,game,3,,,0,1,,185.58,42,2,,,43,centre,185.58,ok,1,20,2,1,,,1,10,150
11430,game,3,,,0,1,175.15,185.58,42,2,,,43,centre,185.58,ok,1,21,2,1,,,1,10,150
11431,game,3,,,0,1,175.15,185.58,42,2,,,43,centre,185.58,ok,1,21,2,1,,,1,10,150
11446,game,3,,,0,1,175.15,185.58,42,2,,,43,centre,185.58,ok,1,21,2,1,,,1,10,150
11447,game,3,,,0,1,175.15,185.58,42,2,,,43,centre,185.58,ok,1,21,2,1,,,1,10,150
11533,game,3,,,0,1,175.15,175.15,42,2,,,43,centre,175.15,ok,1,22,2,1,,,1,10,150
11538,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,23,2,1,,,1,10,150
11539,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,23,2,1,,,1,10,150
11639,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,24,2,1,,,1,10,150
11640,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,24,2,1,,,1,10,150
11660,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,24,2,1,,,1,10,150
11660,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,24,2,1,,,1,10,150
11676,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,24,2,1,,,1,10,150
11677,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,24,2,1,,,1,10,150
11736,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,25,2,1,,,1,10,150
11749,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,26,2,1,,,1,10,150
11757,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,27,2,1,,,1,10,150
11851,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,28,2,1,,,1,10,150
11852,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,28,2,1,,,1,10,150
11876,game,3,,,0,1,,175.15,42,2,,,43,centre,175.15,ok,1,28,2,1,,,1,10,150
11941,game,3,,,0,1,,,42,2,105.11,,43,,,ok,1,29,2,1,,,1,10,150
11942,game,3,,,0,1,,,42,2,,,43,,,ok,1,29,2,1,,,1,10,150
11960,game,3,,,0,1,,,42,2,,,43,,,ok,1,29,2,1,,,1,10,150
11961,game,3,,,0,1,,,42,2,,,43,,,ok,1,30,2,1,,,1,10,150
12044,game,3,,,0,1,,,42,2,,,43,,,ok,1,31,2,1,,,1,10,150
12045,game,3,,,0,1,,,42,2,,,43,,,ok,1,31,2,1,,,1,10,150
12058,game,3,,,0,1,,,42,2,,,43,,,ok,1,32,2,1,,,1,10,150
12059,game,3,,,0,1,,,42,2,,,43,,,ok,1,33,2,1,,,1,10,150
